"phenotype","description","icd10_only","groupnum","group","color"
"CM_760.212","Retractile testis",0,14,"Congenital","#800000"
"CM_760.213","Ectopic testis*",1,14,"Congenital","#800000"
"CM_760.214","Aplasia/hypoplasia of testis*",1,14,"Congenital","#800000"
"CM_760.215","Scrotal transposition",0,14,"Congenital","#800000"
"CM_760.22","Congenital malformations of penis",0,14,"Congenital","#800000"
"CM_760.221","Hypospadias",0,14,"Congenital","#800000"
"CM_760.222","Congenital chordee",0,14,"Congenital","#800000"
"CM_760.223","Hypoplasia of penis",0,14,"Congenital","#800000"
"CM_760.224","Hidden penis",0,14,"Congenital","#800000"
"CM_760.225","Congenital torsion of penis*",1,14,"Congenital","#800000"
"CM_760.226","Curvature of penis (lateral)*",1,14,"Congenital","#800000"
"CM_760.227","Epispadias",0,14,"Congenital","#800000"
"CM_760.25","Congenital malformations of vas deferens, epididymis, seminal vesicles and prostate*",1,14,"Congenital","#800000"
"CM_760.26","Congenital hydrocele",0,14,"Congenital","#800000"
"CM_760.3","Indeterminate sex and hermaphroditism",0,14,"Congenital","#800000"
"CM_761","Congenital malformations of the urinary system",0,14,"Congenital","#800000"
"CM_761.1","Congenital malformation of kidney",0,14,"Congenital","#800000"
"CM_761.11","Renal hypoplasia/aplasia",0,14,"Congenital","#800000"
"CM_761.111","Renal agenesis*",1,14,"Congenital","#800000"
"CM_761.112","Renal hypoplasia*",1,14,"Congenital","#800000"
"CM_761.12","Renal dysplasia",0,14,"Congenital","#800000"
"CM_761.13","Cystic kidney disease",0,14,"Congenital","#800000"
"CM_761.131","Medullary cystic kidney",0,14,"Congenital","#800000"
"CM_761.16","Accessory kidney*",1,14,"Congenital","#800000"
"CM_761.17","Lobulated, fused and horseshoe kidney*",1,14,"Congenital","#800000"
"CM_761.18","Ectopic kidney*",1,14,"Congenital","#800000"
"CM_761.19","Hyperplastic and giant kidney*",1,14,"Congenital","#800000"
"CM_761.2","Congenital malformations of ureter and renal pelvis",0,14,"Congenital","#800000"
"CM_761.21","Obstructive defects of renal pelvis and ureter, congenital",0,14,"Congenital","#800000"
"CM_761.211","Congenital hydronephrosis*",1,14,"Congenital","#800000"
"CM_761.212","Congenital ureterocele",0,14,"Congenital","#800000"
"CM_761.23","Congenital megaureter*",1,14,"Congenital","#800000"
"CM_761.24","Agenesis of ureter*",1,14,"Congenital","#800000"
"CM_761.25","Duplication of ureter*",1,14,"Congenital","#800000"
"CM_761.26","Malposition of ureter*",1,14,"Congenital","#800000"
"CM_761.3","Congenital malformations of bladder and urethra",0,14,"Congenital","#800000"
"CM_761.31","Bladder exstrophy",0,14,"Congenital","#800000"
"CM_761.32","Congenital posterior urethral valves*",1,14,"Congenital","#800000"
"CM_761.33","Congenital atresia and stenosis of urethra and bladder neck",0,14,"Congenital","#800000"
"CM_761.34","Abnormality of the urachus",0,14,"Congenital","#800000"
"CM_761.35","Congenital absence of bladder and urethra*",1,14,"Congenital","#800000"
"CM_762","Congenital malformations of respiratory system",0,14,"Congenital","#800000"
"CM_762.1","Congenital malformations of larynx",0,14,"Congenital","#800000"
"CM_762.11","Laryngeal web",0,14,"Congenital","#800000"
"CM_762.12","Congenital subglottic stenosis*",1,14,"Congenital","#800000"
"CM_762.13","Laryngeal hypoplasia*",1,14,"Congenital","#800000"
"CM_762.14","Laryngocele*",1,14,"Congenital","#800000"
"CM_762.15","Congenital laryngomalacia*",1,14,"Congenital","#800000"
"CM_762.2","Congenital malformations of trachea and bronchus*",1,14,"Congenital","#800000"
"CM_762.3","Congenital malformations of lung",0,14,"Congenital","#800000"
"CM_762.31","Congenital cystic lung",0,14,"Congenital","#800000"
"CM_762.32","Congenital bronchiectasis",0,14,"Congenital","#800000"
"CM_762.33","Congenital hypoplasia and dysplasia of lung",0,14,"Congenital","#800000"
"CM_762.34","Accessory lobe of lung*",1,14,"Congenital","#800000"
"CM_762.35","Sequestration of lung [Pulmonary sequestration]*",1,14,"Congenital","#800000"
"CM_763","Congenital anomalies of the heart",0,14,"Congenital","#800000"
"CM_763.1","Congenital malformations of great arteries",0,14,"Congenital","#800000"
"CM_763.11","Common arterial trunk [Truncus arteriosus]",0,14,"Congenital","#800000"
"CM_763.12","Transposition of great vessels [TGA]",0,14,"Congenital","#800000"
"CM_763.13","Patent ductus arteriosus",0,14,"Congenital","#800000"
"CM_763.14","Congenital anomalies of aorta",0,14,"Congenital","#800000"
"CM_763.141","Coarctation of aorta",0,14,"Congenital","#800000"
"CM_763.142","Interruption of aortic arch",0,14,"Congenital","#800000"
"CM_763.143","Congenital atresia and stenosis of aorta",0,14,"Congenital","#800000"
"CM_763.144","Aplasia or hypoplasia of aorta*",1,14,"Congenital","#800000"
"CM_763.145","Congenital dilation or aneurysm of aorta*",1,14,"Congenital","#800000"
"CM_763.146","Vascular ring of aorta*",1,14,"Congenital","#800000"
"CM_763.147","Right aortic arch*",1,14,"Congenital","#800000"
"CM_763.15","Anomalies of pulmonary artery, congenital",0,14,"Congenital","#800000"
"CM_763.151","Pulmonary artery coarctation and atresia",0,14,"Congenital","#800000"
"CM_763.152","Stenosis of pulmonary artery*",1,14,"Congenital","#800000"
"CM_763.153","Congenital pulmonary arteriovenous malformation",0,14,"Congenital","#800000"
"CM_763.16","Double outlet right ventricle",0,14,"Congenital","#800000"
"CM_763.17","Double outlet left ventricle*",1,14,"Congenital","#800000"
"CM_763.18","Congenital Pulmonary infundibular stenosis",0,14,"Congenital","#800000"
"CM_763.2","Congenital malformations of heart valves",0,14,"Congenital","#800000"
"CM_763.21","Congenital anomalies of pulmonary valve",0,14,"Congenital","#800000"
"CM_763.211","Congenital pulmonary valve atresia",0,14,"Congenital","#800000"
"CM_763.212","Congenital pulmonary valve stenosis",0,14,"Congenital","#800000"
"CM_763.213","Congenital pulmonary valve insufficiency*",1,14,"Congenital","#800000"
"CM_763.22","Congenital malformations of tricuspid valve",0,14,"Congenital","#800000"
"CM_763.221","Congenital tricuspid stenosis*",1,14,"Congenital","#800000"
"CM_763.222","Ebstein anomaly of the tricuspid valve",0,14,"Congenital","#800000"
"CM_763.23","Congenital malformation of aortic and mitral valves",0,14,"Congenital","#800000"
"CM_763.231","Congenital stenosis of aortic valve",0,14,"Congenital","#800000"
"CM_763.232","Congenital insufficiency of aortic valve",0,14,"Congenital","#800000"
"CM_763.233","Congenital mitral stenosis",0,14,"Congenital","#800000"
"CM_763.234","Congenital mitral insufficiency",0,14,"Congenital","#800000"
"CM_763.24","Hypoplastic right heart syndrome*",1,14,"Congenital","#800000"
"CM_763.3","Congenital malformations of cardiac chambers and connections",0,14,"Congenital","#800000"
"CM_763.31","Ventricular septal defect",0,14,"Congenital","#800000"
"CM_763.32","Atrial septal defect",0,14,"Congenital","#800000"
"CM_763.321","Patent foramen ovale*",1,14,"Congenital","#800000"
"CM_763.33","Atrioventricular septal defect",0,14,"Congenital","#800000"
"CM_763.34","Cor triatriatum",0,14,"Congenital","#800000"
"CM_763.35","Aortopulmonary septal defect*",1,14,"Congenital","#800000"
"CM_763.36","Common ventricle or double inlet ventricle",0,14,"Congenital","#800000"
"CM_763.4","Tetralogy of Fallot",0,14,"Congenital","#800000"
"CM_763.5","Congenital subaortic stenosis",0,14,"Congenital","#800000"
"CM_763.6","Anomalous pulmonary venous return",0,14,"Congenital","#800000"
"CM_763.7","Hypoplastic left heart syndrome",0,14,"Congenital","#800000"
"CM_763.8","Congenital heart block",0,14,"Congenital","#800000"
"CM_763.9","Congenital anomaly of the coronary artery",0,14,"Congenital","#800000"
"CM_764","Congenital malformations of circulatory system (other than heart)",0,14,"Congenital","#800000"
"CM_764.1","Congenital anomalies of great veins",0,14,"Congenital","#800000"
"CM_764.11","Persistent left superior vena cava*",1,14,"Congenital","#800000"
"CM_764.12","Congenital anomaly of gastrointestinal vessel [Anomalous portal venous connection]",0,14,"Congenital","#800000"
"CM_764.2","Congenital absence and hypoplasia of umbilical artery",0,14,"Congenital","#800000"
"CM_764.3","Congenital malformations of renal artery",0,14,"Congenital","#800000"
"CM_764.5","Congenital arteriovenous malformation*",1,14,"Congenital","#800000"
"CM_765","Congenital deformities of hip",0,14,"Congenital","#800000"
"CM_765.1","Congenital dislocation of hip",0,14,"Congenital","#800000"
"CM_765.11","Congenital dislocation of hip, bilateral",0,14,"Congenital","#800000"
"CM_765.2","Congenital coxa valga, congenital",0,14,"Congenital","#800000"
"CM_765.3","Congenital coxa vara, congenital",0,14,"Congenital","#800000"
"CM_766","Congenital deformities of feet",0,14,"Congenital","#800000"
"CM_766.1","Congenital talipes varus",0,14,"Congenital","#800000"
"CM_766.11","Congenital talipes equinovarus",0,14,"Congenital","#800000"
"CM_766.12","Congenital metatarsus primus varus",0,14,"Congenital","#800000"
"CM_766.13","Congenital pes cavus",0,14,"Congenital","#800000"
"CM_766.2","Congenital talipes valgus",0,14,"Congenital","#800000"
"CM_766.21","Congenital talipes calcaneovalgus",0,14,"Congenital","#800000"
"CM_766.22","Congenital pes planus",0,14,"Congenital","#800000"
"CM_767","Congenital anomalies of limbs",0,14,"Congenital","#800000"
"CM_767.1","Abnormal digit morphology",0,14,"Congenital","#800000"
"CM_767.11","Polydactyly",0,14,"Congenital","#800000"
"CM_767.12","Syndactyly",0,14,"Congenital","#800000"
"CM_767.2","Reduction defects of limb",0,14,"Congenital","#800000"
"CM_767.21","Reduction defects of upper limb",0,14,"Congenital","#800000"
"CM_767.22","Reduction defects of lower limb",0,14,"Congenital","#800000"
"CM_767.3","Congenital deformity of knee",0,14,"Congenital","#800000"
"CM_767.6","Bowing of the long bones",0,14,"Congenital","#800000"
"CM_768","Congenital deformities of chest and bony thorax",0,14,"Congenital","#800000"
"CM_768.1","Chest wall deforities",0,14,"Congenital","#800000"
"CM_768.11","Pectus excavatum",0,14,"Congenital","#800000"
"CM_768.12","Pectus carinatum",0,14,"Congenital","#800000"
"CM_768.2","Congenital anomalies of ribs and sternum",0,14,"Congenital","#800000"
"CM_768.21","Cervical rib",0,14,"Congenital","#800000"
"CM_769","Congenital malformations of spine",0,14,"Congenital","#800000"
"CM_769.1","Klippel-Feil syndrome",0,14,"Congenital","#800000"
"CM_769.2","Congenital scoliosis*",1,14,"Congenital","#800000"
"CM_769.3","Congenital kyphosis*",1,14,"Congenital","#800000"
"CM_769.4","Congenital lordosis*",1,14,"Congenital","#800000"
"CM_769.7","Congenital spondylolisthesis",0,14,"Congenital","#800000"
"CM_770","Other congenital malformations of musculoskeletal system",0,14,"Congenital","#800000"
"CM_770.1","Congenital malformations of diaphragm",0,14,"Congenital","#800000"
"CM_770.11","Congenital diaphragmatic hernia*",1,14,"Congenital","#800000"
"CM_770.2","Congenital malformations of abdominal wall",0,14,"Congenital","#800000"
"CM_770.21","Exomphalos [Omphalocele]",0,14,"Congenital","#800000"
"CM_770.22","Gastroschisis",0,14,"Congenital","#800000"
"CM_770.23","Prune belly syndrome",0,14,"Congenital","#800000"
"CM_770.3","Congenital musculoskeletal deformities of sternocleidomastoid muscle",0,14,"Congenital","#800000"
"CM_770.4","Arthrogryposis multiplex congenita*",1,14,"Congenital","#800000"
"CM_770.5","Congenital osteodystrophies",0,14,"Congenital","#800000"
"CM_771","Congenital malformations of integument",0,14,"Congenital","#800000"
"CM_771.1","Congenital malformation of the skin",0,14,"Congenital","#800000"
"CM_771.11","Congenital pigmentary anomalies of skin",0,14,"Congenital","#800000"
"CM_771.14","Congenital non-neoplastic nevus",0,14,"Congenital","#800000"
"CM_771.2","Congenital anomalies of hair",0,14,"Congenital","#800000"
"CM_771.3","Congenital anomalies of nails",0,14,"Congenital","#800000"
"CM_771.4","Congenital anomalies of breast",0,14,"Congenital","#800000"
"CM_772","Congenital disorder of endocrine glands",0,14,"Congenital","#800000"
"CM_772.1","Congenital malformations of endocrine glands",0,14,"Congenital","#800000"
"CM_772.11","Congenital anomalies of adrenal gland",0,14,"Congenital","#800000"
"CM_772.2","Congenital hypothyroidism",0,14,"Congenital","#800000"
"CM_772.3","Congenital iodine-deficiency syndrome*",1,14,"Congenital","#800000"
"CM_773","Congenital malformations of spleen",0,14,"Congenital","#800000"
"CM_773.1","Asplenia*",1,14,"Congenital","#800000"
"CM_774","Situs inversus and related disorders",0,14,"Congenital","#800000"
"CM_774.1","Situs inversus",0,14,"Congenital","#800000"
"CM_774.2","Malposition of heart and cardiac apex",0,14,"Congenital","#800000"
"CM_775","Conjoined twins",0,14,"Congenital","#800000"
"CM_776","Multiple congenital malformations",0,14,"Congenital","#800000"
"CM_777","Congenital malformation syndromes attributed to exogenous causes",1,14,"Congenital","#800000"
"CM_777.1","Fetal alcohol syndrome*",1,14,"Congenital","#800000"
"CM_778","Other congenital malformations, NEC",0,14,"Congenital","#800000"
"SS_800","Chest pain",0,15,"Symptoms","#008080"
"SS_800.1","Chest pain on breathing",0,15,"Symptoms","#008080"
"SS_800.11","Pleurodynia*",1,15,"Symptoms","#008080"
"SS_800.2","Precordial pain",0,15,"Symptoms","#008080"
"SS_800.3","Intercostal pain*",1,15,"Symptoms","#008080"
"SS_805","Fever",0,15,"Symptoms","#008080"
"SS_806","Chills (without fever)",0,15,"Symptoms","#008080"
"SS_807","Malaise and fatigue",0,15,"Symptoms","#008080"
"SS_807.1","Chronic fatigue syndrome",0,15,"Symptoms","#008080"
"SS_807.11","Postviral fatigue syndrome*",1,15,"Symptoms","#008080"
"SS_807.2","Weakness",0,15,"Symptoms","#008080"
"SS_807.21","Muscle weakness (generalized)",0,15,"Symptoms","#008080"
"SS_807.3","Post COVID-19 condition*",1,15,"Symptoms","#008080"
"SS_808","Syncope and collapse",0,15,"Symptoms","#008080"
"SS_808.1","Carotid sinus syncope",0,15,"Symptoms","#008080"
"SS_809","Pain",0,15,"Symptoms","#008080"
"SS_809.1","Acute pain",0,15,"Symptoms","#008080"
"SS_809.2","Chronic pain",0,15,"Symptoms","#008080"
"SS_809.21","Chronic pain syndrome",0,15,"Symptoms","#008080"
"SS_809.22","Central pain syndrome",0,15,"Symptoms","#008080"
"SS_809.3","Pain in limb",0,15,"Symptoms","#008080"
"SS_809.31","Pain in arm*",1,15,"Symptoms","#008080"
"SS_809.32","Pain in leg*",1,15,"Symptoms","#008080"
"SS_809.33","Pain in hand and fingers*",1,15,"Symptoms","#008080"
"SS_809.34","Pain in foot and toes*",1,15,"Symptoms","#008080"
"SS_810","Shock",0,15,"Symptoms","#008080"
"SS_810.1","Septic shock",0,15,"Symptoms","#008080"
"SS_810.2","Cardiogenic shock",0,15,"Symptoms","#008080"
"SS_810.3","Hypovolemic shock*",1,15,"Symptoms","#008080"
"SS_811","Hypothermia, not associated with low environmental temperature",0,15,"Symptoms","#008080"
"SS_812","Edema",0,15,"Symptoms","#008080"
"SS_812.1","Generalized edema*",1,15,"Symptoms","#008080"
"SS_812.2","Angioneurotic edema",0,15,"Symptoms","#008080"
"SS_813","Clubbing of fingers",0,15,"Symptoms","#008080"
"SS_814","Jaundice",0,15,"Symptoms","#008080"
"SS_815","Symptoms and signs concerning food and fluid intake",0,15,"Symptoms","#008080"
"SS_817","Motion sickness",0,15,"Symptoms","#008080"
"SS_819","General symptoms and other findings",0,15,"Symptoms","#008080"
"SS_820","Elevated erythrocyte sedimentation rate",0,15,"Symptoms","#008080"
"SS_821","Abnormality of red blood cells",0,15,"Symptoms","#008080"
"SS_821.1","Precipitous drop in hematocrit",0,15,"Symptoms","#008080"
"SS_822","Other and nonspecific abnormal cytological, histological and immunological findings",0,15,"Symptoms","#008080"
"SS_822.8","Abnormal tumor markers",0,15,"Symptoms","#008080"
"SS_822.81","Elevated carcinoembryonic antigen [CEA]",0,15,"Symptoms","#008080"
"SS_822.82","Elevated cancer antigen 125 [CA 125]",0,15,"Symptoms","#008080"
"SS_823","Abnormal serum enzyme levels",0,15,"Symptoms","#008080"
"SS_823.1","Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]",0,15,"Symptoms","#008080"
"SS_823.2","Abnormal levels of other serum enzymes",0,15,"Symptoms","#008080"
"SS_824","Other abnormalities of plasma proteins*",1,15,"Symptoms","#008080"
"SS_824.1","Abnormality of albumin*",1,15,"Symptoms","#008080"
"SS_824.2","Abnormality of globulin*",1,15,"Symptoms","#008080"
"SS_824.3","Abnormality of alphafetoprotein*",1,15,"Symptoms","#008080"
"SS_825","Elevated C-reactive protein (CRP)",0,15,"Symptoms","#008080"
"SS_826","Other abnormal immunological findings in serum",0,15,"Symptoms","#008080"
"SS_826.1","Nonspecific reaction to test for tuberculosis",0,15,"Symptoms","#008080"
"SS_826.2","Inconclusive laboratory evidence of human immunodeficiency virus [HIV]",0,15,"Symptoms","#008080"
"SS_826.3","Raised antibody titer*",1,15,"Symptoms","#008080"
"SS_826.4","Other and unspecified nonspecific immunological findings",0,15,"Symptoms","#008080"
"SS_827","Toxicology findings",0,15,"Symptoms","#008080"
"SS_827.1","Finding of alcohol in blood",0,15,"Symptoms","#008080"
"SS_829","Abnormal findings on examination of blood",0,15,"Symptoms","#008080"
"SS_829.1","Abnormal blood-gas level",0,15,"Symptoms","#008080"
"SS_829.2","Abnormal level of blood mineral*",1,15,"Symptoms","#008080"
"SS_829.3","Abnormal plasma viscosity*",1,15,"Symptoms","#008080"
"SS_830","Proteinuria",0,15,"Symptoms","#008080"
"SS_831","Glycosuria",0,15,"Symptoms","#008080"
"SS_832","Other abnormal findings in urine",0,15,"Symptoms","#008080"
"SS_832.1","Chyluria",0,15,"Symptoms","#008080"
"SS_832.2","Myoglobinuria",0,15,"Symptoms","#008080"
"SS_832.4","Hemoglobinuria",0,15,"Symptoms","#008080"
"SS_832.5","Acetonuria",0,15,"Symptoms","#008080"
"SS_832.6","Pyuria*",1,15,"Symptoms","#008080"
"SS_832.7","Hypocitraturia*",1,15,"Symptoms","#008080"
"SS_832.8","Hyperoxaluria*",1,15,"Symptoms","#008080"
"SS_832.9","Hypercalciuria*",1,15,"Symptoms","#008080"
"SS_834","Abnormal cytological findings in specimens from genital organs",0,15,"Symptoms","#008080"
"SS_834.1","Abnormal Papanicolaou smear",0,15,"Symptoms","#008080"
"SS_834.3","High risk human papillomavirus (HPV) DNA test positive",0,15,"Symptoms","#008080"
"SS_835","Cytology and pathology findings",0,15,"Symptoms","#008080"
"SS_835.1","Nonspecific abnormal findings in cerebrospinal fluid",0,15,"Symptoms","#008080"
"SS_840","Allergy",0,15,"Symptoms","#008080"
"SS_840.1","Food allergy",0,15,"Symptoms","#008080"
"SS_840.11","Peanut allergy",0,15,"Symptoms","#008080"
"SS_840.12","Seafood allergy",0,15,"Symptoms","#008080"
"SS_840.13","Allergy to fruits and vegetables",0,15,"Symptoms","#008080"
"SS_840.14","Tree nut allergy",0,15,"Symptoms","#008080"
"SS_840.15","Fish allergy",0,15,"Symptoms","#008080"
"SS_840.16","Allergy to food additives",0,15,"Symptoms","#008080"
"SS_840.17","Milk allergy",0,15,"Symptoms","#008080"
"SS_840.18","Egg allergy",0,15,"Symptoms","#008080"
"SS_840.2","Allergy to insects",0,15,"Symptoms","#008080"
"SS_840.4","Latex allergy",0,15,"Symptoms","#008080"
"SS_840.5","Allergy to radiographic dye",0,15,"Symptoms","#008080"
"SS_840.6","Drug and medical agent allergy",0,15,"Symptoms","#008080"
"SS_840.61","Allergy to other anti-infective agents",0,15,"Symptoms","#008080"
"SS_840.611","Penicillin allergy",0,15,"Symptoms","#008080"
"SS_840.612","Allergy to antibiotic agent (excluding penicillin)",0,15,"Symptoms","#008080"
"SS_840.613","Allergy to sulfonamides",0,15,"Symptoms","#008080"
"SS_840.62","Allergy to anesthetic agent",0,15,"Symptoms","#008080"
"SS_840.63","Allergy to narcotic agent",0,15,"Symptoms","#008080"
"SS_840.64","Allergy to analgesic agent",0,15,"Symptoms","#008080"
"SS_840.65","Allergy to serum and vaccine",0,15,"Symptoms","#008080"
"SS_840.8","Allergies related to other diseases/symptoms",0,15,"Symptoms","#008080"
"SS_840.9","Anaphylactic reaction",0,15,"Symptoms","#008080"
"SS_844","Wheelchair dependence",0,15,"Symptoms","#008080"
"SS_847","Transplated organ",0,15,"Symptoms","#008080"
"SS_847.1","Heart transplant",0,15,"Symptoms","#008080"
"SS_847.2","Kidney transplant",0,15,"Symptoms","#008080"
"SS_847.3","Liver transplant",0,15,"Symptoms","#008080"
"SS_847.4","Lung transplant",0,15,"Symptoms","#008080"
"SS_847.5","Pancreas transplant",0,15,"Symptoms","#008080"
"SS_847.6","Intestine transplant",0,15,"Symptoms","#008080"
"SS_847.7","Bone marrow transplant",0,15,"Symptoms","#008080"
"SS_847.8","Stem cell transplant",0,15,"Symptoms","#008080"
"SS_848","Nonspecific abnormal findings of other body structures",0,15,"Symptoms","#008080"
"SS_849","Lack of expected normal physiological development in childhood",0,15,"Symptoms","#008080"
"SS_849.1","Failure to thrive in childhood",0,15,"Symptoms","#008080"
"SS_849.3","Short stature",0,15,"Symptoms","#008080"
"SS_849.4","Arrest of bone development or growth",0,15,"Symptoms","#008080"
"NB_850","Disorders of newborn related to slow fetal growth and fetal malnutrition",0,16,"Neonatal","#808000"
"NB_850.1","Newborn light or small for gestational age",0,16,"Neonatal","#808000"
"NB_850.2","Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age",0,16,"Neonatal","#808000"
"NB_850.3","Newborn affected by slow intrauterine growth",0,16,"Neonatal","#808000"
"NB_851","Exceptionally large newborn baby",0,16,"Neonatal","#808000"
"NB_853","Cardiovascular disorders originating in the perinatal period",0,16,"Neonatal","#808000"
"NB_853.1","Neonatal cardiac failure*",1,16,"Neonatal","#808000"
"NB_853.2","Neonatal cardiac dysrhythmia",0,16,"Neonatal","#808000"
"NB_853.21","Neonatal tachycardia",0,16,"Neonatal","#808000"
"NB_853.22","Neonatal bradycardia",0,16,"Neonatal","#808000"
"NB_853.3","Neonatal hypertension*",1,16,"Neonatal","#808000"
"NB_853.4","Pulmonary hypertension of newborn*",1,16,"Neonatal","#808000"
"NB_853.5","Cardiac arrest of newborn",0,16,"Neonatal","#808000"
"NB_853.6","Persistent fetal circulation",0,16,"Neonatal","#808000"
"NB_854","Respiratory conditions of fetus and newborn",0,16,"Neonatal","#808000"
"NB_854.1","Respiratory distress of newborn",0,16,"Neonatal","#808000"
"NB_854.11","Respiratory distress syndrome of newborn",0,16,"Neonatal","#808000"
"NB_854.12","Transient tachypnea of newborn",0,16,"Neonatal","#808000"
"NB_854.2","Interstitial emphysema and related conditions of newborn",0,16,"Neonatal","#808000"
"NB_854.4","Atelectasis of newborn",0,16,"Neonatal","#808000"
"NB_854.5","Cyanotic attacks of newborn",0,16,"Neonatal","#808000"
"NB_854.6","Respiratory failure of newborn",0,16,"Neonatal","#808000"
"NB_854.7","Chronic respiratory disease arising in the perinatal period",0,16,"Neonatal","#808000"
"NB_854.71","Bronchopulmonary dysplasia originating in the perinatal period*",1,16,"Neonatal","#808000"
"NB_854.9","Apnea of newborn",0,16,"Neonatal","#808000"
"NB_856","Infections in newborn",0,16,"Neonatal","#808000"
"NB_856.1","Congenital viral diseases",0,16,"Neonatal","#808000"
"NB_856.11","Congenital cytomegalovirus infection",0,16,"Neonatal","#808000"
"NB_856.2","Bacterial infection of newborn",0,16,"Neonatal","#808000"
"NB_856.21","Bacterial sepsis of newborn",0,16,"Neonatal","#808000"
"NB_856.3","Neonatal candidiasis",0,16,"Neonatal","#808000"
"NB_856.4","Omphalitis of newborn",0,16,"Neonatal","#808000"
"NB_856.5","Neonatal urinary tract infection",0,16,"Neonatal","#808000"
"NB_856.6","Neonatal conjunctivitis and dacryocystitis",0,16,"Neonatal","#808000"
"NB_856.7","Congenital syphilis",0,16,"Neonatal","#808000"
"NB_856.8","Congenital pneumonia",0,16,"Neonatal","#808000"
"NB_857","Neonatal hemorrhages",0,16,"Neonatal","#808000"
"NB_857.1","Intracranial nontraumatic hemorrhage of newborn",0,16,"Neonatal","#808000"
"NB_857.11","Intraventricular nontraumatic hemorrhage of newborn [IVH]",0,16,"Neonatal","#808000"
"NB_857.2","Neonatal gastrointestinal hemorrhage",0,16,"Neonatal","#808000"
"NB_857.3","Neonatal cutaneous hemorrhage",0,16,"Neonatal","#808000"
"NB_857.4","Umbilical hemorrhage of newborn",0,16,"Neonatal","#808000"
"NB_857.5","Pulmonary hemorrhage in infants",0,16,"Neonatal","#808000"
"NB_857.51","Acute idiopathic pulmonary hemorrhage in infants",0,16,"Neonatal","#808000"
"NB_857.8","Newborn affected by fetal blood loss",0,16,"Neonatal","#808000"
"NB_858","Hemolytic Disease of the Newborn",0,16,"Neonatal","#808000"
"NB_858.1","Rh isoimmunization of newborn",0,16,"Neonatal","#808000"
"NB_858.2","ABO isoimmunization of newborn",0,16,"Neonatal","#808000"
"NB_859","Perinatal jaundice",0,16,"Neonatal","#808000"
"NB_859.1","Neonatal jaundice associated with preterm delivery",0,16,"Neonatal","#808000"
"NB_859.2","Neonatal jaundice from hepatocellular damage",0,16,"Neonatal","#808000"
"NB_859.3","Neonatal jaundice due to excessive hemolysis",0,16,"Neonatal","#808000"
"NB_860","Hematological disorders of newborn",0,16,"Neonatal","#808000"
"NB_860.1","Neonatal disorders of coagulation",0,16,"Neonatal","#808000"
"NB_860.11","Disseminated intravascular coagulation of newborn",0,16,"Neonatal","#808000"
"NB_860.12","Transient neonatal thrombocytopenia",0,16,"Neonatal","#808000"
"NB_860.2","Polycythemia neonatorum",0,16,"Neonatal","#808000"
"NB_860.3","Anemia in newborn",0,16,"Neonatal","#808000"
"NB_860.4","Transient neonatal neutropenia",0,16,"Neonatal","#808000"
"NB_861","Transitory disorders of carbohydrate metabolism specific to newborn",0,16,"Neonatal","#808000"
"NB_861.1","Neonatal diabetes mellitus",0,16,"Neonatal","#808000"
"NB_861.2","Neonatal hypoglycemia",0,16,"Neonatal","#808000"
"NB_862","Transitory neonatal disorders of calcium and magnesium metabolism",0,16,"Neonatal","#808000"
"NB_863","Transitory neonatal endocrine disorders",0,16,"Neonatal","#808000"
"NB_864","Transitory neonatal electrolyte and metabolic disturbances",0,16,"Neonatal","#808000"
"NB_864.1","Neonatal metabolic acidemia",0,16,"Neonatal","#808000"
"NB_864.2","Alkalosis of newborn*",1,16,"Neonatal","#808000"
"NB_864.3","Transitory electrolyte disturbances of newborn",0,16,"Neonatal","#808000"
"NB_864.31","Hyperchloremia of newborn*",1,16,"Neonatal","#808000"
"NB_864.32","Hypochloremia of newborn*",1,16,"Neonatal","#808000"
"NB_864.4","Transitory tyrosinemia of newborn*",1,16,"Neonatal","#808000"
"NB_864.5","Transitory hyperammonemia of newborn*",1,16,"Neonatal","#808000"
"NB_865","Neonatal disorders of digestive system",0,16,"Neonatal","#808000"
"NB_865.1","Intestinal obstruction of newborn",0,16,"Neonatal","#808000"
"NB_865.11","Meconium plug syndrome",0,16,"Neonatal","#808000"
"NB_865.12","Transitory ileus of newborn",0,16,"Neonatal","#808000"
"NB_865.2","Necrotizing enterocolitis [NEC] in newborn",0,16,"Neonatal","#808000"
"NB_865.3","Perinatal intestinal perforation",0,16,"Neonatal","#808000"
"NB_865.5","Noninfective neonatal diarrhea*",1,16,"Neonatal","#808000"
"NB_865.6","Congenital cirrhosis (of liver)*",1,16,"Neonatal","#808000"
"NB_865.7","Newborn esophageal reflux*",1,16,"Neonatal","#808000"
"NB_866","Disturbances of temperature regulation of newborn",0,16,"Neonatal","#808000"
"NB_866.1","Hypothermia of newborn",0,16,"Neonatal","#808000"
"NB_868","Conditions of integument specific to newborn",0,16,"Neonatal","#808000"
"NB_868.1","Sclerema neonatorum",0,16,"Neonatal","#808000"
"NB_868.2","Neonatal erythema toxicum*",1,16,"Neonatal","#808000"
"NB_868.3","Hydrops fetalis not due to hemolytic disease",0,16,"Neonatal","#808000"
"NB_868.4","Edema specific to newborn",0,16,"Neonatal","#808000"
